taux_de_reussite_g;nombre_eleves_segpa;nombre_eleves_ulis;garcons;filles
85.0;31;13;284;259
96.0;63;11;349;372
86.0;64;11;212;206
78.0;59;12;283;253
77.0;79;13;255;229
93.0;46;16;369;387
91.0;29;12;217;173
89.0;64;10;492;459
89.0;43;18;110;117
71.0;52;12;285;298
95.0;57;13;470;501
64.0;58;13;179;138
88.0;48;11;194;151
87.0;44;27;405;366
92.0;61;10;468;448
70.0;44;15;175;157
82.0;62;12;216;211
81.0;48;23;382;421
82.0;65;12;311;279
86.0;54;16;244;180
87.0;68;14;389;359
75.0;47;19;300;270
85.0;56;21;350;286
79.0;33;12;239;236
98.0;59;10;422;415
93.0;56;12;301;324
83.0;64;12;325;368
80.0;92;12;269;261
87.0;118;17;324;284
79.0;64;12;332;325
84.0;56;13;372;357
88.0;57;12;268;232
82.0;58;13;317;343
76.0;66;9;197;197
78.0;52;14;296;299
89.0;59;12;162;163
90.0;43;11;334;301
75.0;55;14;294;225
78.0;50;9;405;441
80.0;15;12;180;174
89.0;50;12;282;257
89.0;38;11;410;404
78.0;47;13;427;410
94.0;61;14;182;173
88.0;62;21;415;373
80.0;65;23;341;330
92.0;71;12;353;345
83.0;94;5;335;252
84.0;63;13;200;199
73.0;60;26;268;286
88.0;35;12;239;192
67.0;30;13;214;172
82.0;36;13;334;310
82.0;43;12;346;301
96.0;48;13;294;273
66.0;61;1;331;308
88.0;47;13;302;299
93.0;63;29;377;322
82.0;58;12;233;184
91.0;53;11;309;320
69.0;68;12;452;406
78.0;40;9;361;313
75.0;62;14;242;243
82.0;47;18;459;400
85.0;47;11;192;215
83.0;82;3;312;252
84.0;43;11;260;259
79.0;52;7;279;220
100.0;35;13;760;521
76.0;62;11;352;360
85.0;64;8;345;317
95.0;62;10;433;444
84.0;53;16;230;185
90.0;57;13;200;179
74.0;68;20;305;263
92.0;60;15;466;398
86.0;44;13;296;319
98.0;63;10;409;506
90.0;42;17;305;285
87.0;60;12;405;384
81.0;63;13;351;337
82.0;63;11;413;383
88.0;60;12;347;391
94.0;59;24;381;348
77.0;66;11;165;156
78.0;64;12;341;295
92.0;50;14;222;229
86.0;51;13;264;259
78.0;51;12;291;259
79.0;65;13;170;200
89.0;61;13;229;223
75.0;61;13;332;323
75.0;62;13;359;271
97.0;47;22;279;237
73.0;59;13;366;364
91.0;49;27;345;372
92.0;48;16;418;379
74.0;48;14;207;201
87.0;55;12;324;310
85.0;50;13;212;203
81.0;57;14;220;253
92.0;80;12;532;440
87.0;46;18;276;295
82.0;63;14;327;319
89.0;61;13;328;324
84.0;59;12;330;337
98.0;41;13;329;314
87.0;78;13;208;213
89.0;42;13;228;225
90.0;47;12;413;380
97.0;53;14;298;248
85.0;48;16;291;266
92.0;59;4;417;405
79.0;56;12;206;219
95.0;31;13;267;250
91.0;53;11;241;263
82.0;67;9;230;227
98.0;62;13;572;513
93.0;63;14;311;288
92.0;62;12;340;337
81.0;126;10;535;482
79.0;66;13;397;421
79.0;44;13;254;243
97.0;79;12;275;227
87.0;122;25;490;461
83.0;61;13;303;281
78.0;65;12;312;271
74.0;108;7;375;398
74.0;77;14;331;271
82.0;57;12;314;314
77.0;110;24;301;268
87.0;89;13;295;295
98.0;46;12;350;317
74.0;59;13;344;294
99.0;55;12;684;651
98.0;30;19;242;220
91.0;52;14;309;286
90.0;42;14;239;219
93.0;70;12;271;296
89.0;65;13;418;404
96.0;54;8;415;344
91.0;50;10;346;303
82.0;63;12;360;406
85.0;57;12;296;247
88.0;56;14;330;313
86.0;64;12;306;320
93.0;58;9;367;307
96.0;59;23;287;245
85.0;57;12;325;284
91.0;32;6;90;76
96.0;114;10;280;309
63.0;56;11;239;239
94.0;41;13;437;379
88.0;54;4;248;237
89.0;55;25;466;385
87.0;61;10;351;357
81.0;34;8;318;284
81.0;62;11;211;172
89.0;62;11;407;402
93.0;31;13;203;185
85.0;15;14;239;264
85.0;32;14;208;193
68.0;56;22;297;285
87.0;69;16;187;195
85.0;52;7;253;265
88.0;64;14;347;324
86.0;71;12;412;358
90.0;43;18;543;499
73.0;58;10;414;367
100.0;44;12;160;125
96.0;51;9;273;289
91.0;46;12;350;305
84.0;57;26;415;403
87.0;65;12;338;320
95.0;52;10;275;260
78.0;59;12;361;333
99.0;63;22;214;213
91.0;74;14;376;309
76.0;53;16;199;159
96.0;12;11;353;319
88.0;55;13;310;314
92.0;47;12;318;271
99.0;49;21;371;317
86.0;55;13;356;342
91.0;59;14;355;338
97.0;58;12;310;310
81.0;54;11;274;238
78.0;69;11;230;192
88.0;56;12;342;341
96.0;48;11;409;372
69.0;68;12;330;330
77.0;42;6;346;297
75.0;98;20;263;289
94.0;55;11;171;168
94.0;62;13;308;337
75.0;42;12;307;285
91.0;42;6;282;309
92.0;66;14;273;250
73.0;56;24;244;195
81.0;65;23;398;339
89.0;69;11;390;395
89.0;58;15;421;366
100.0;44;11;204;196
93.0;32;10;272;266
84.0;72;19;265;186
92.0;46;12;202;236
83.0;44;13;105;106
84.0;61;11;290;340
66.0;61;10;311;289
84.0;38;11;183;171
85.0;123;19;304;292
98.0;44;22;174;135
96.0;62;18;337;318
86.0;117;16;313;298
91.0;118;13;356;326
90.0;45;13;180;194
82.0;60;11;422;425
85.0;62;30;612;570
90.0;74;15;273;277
76.0;64;13;372;324
76.0;56;8;326;387
88.0;43;12;346;301
89.0;89;12;362;299
89.0;61;12;275;222
83.0;128;12;354;338
96.0;67;13;283;264
81.0;47;23;265;233
59.0;110;21;787;758
89.0;53;14;298;248
72.0;67;15;689;676
86.0;59;13;359;340
77.0;63;13;229;211
87.0;39;10;369;389
76.0;64;12;358;356
96.0;67;12;297;250
81.0;21;11;276;266
85.0;50;13;366;364
87.0;54;12;421;361
88.0;68;11;211;208
99.0;13;11;240;210
86.0;49;13;161;162
82.0;89;24;394;322
82.0;120;11;464;365
86.0;55;18;451;397
87.0;126;25;505;453
82.0;53;10;322;307
86.0;110;23;379;351
80.0;90;20;355;314
84.0;63;13;193;192
88.0;59;14;281;256
94.0;55;14;269;261
89.0;38;12;352;359
76.0;62;13;333;310
89.0;91;22;336;283
81.0;52;12;331;354
76.0;62;12;365;353
83.0;64;12;308;285
79.0;58;13;240;188
87.0;42;12;401;419
71.0;61;13;332;323
99.0;81;11;230;204
89.0;76;12;269;236
86.0;96;13;375;372
96.0;87;20;490;404
81.0;50;9;405;441
83.0;62;12;323;379
70.0;56;21;350;286
74.0;35;6;336;309
84.0;62;13;205;212
71.0;55;16;261;273
75.0;62;13;337;326
84.0;14;20;388;339
82.0;55;12;423;358
77.0;53;10;153;139
85.0;54;9;322;291
72.0;50;11;327;292
90.0;64;8;380;351
87.0;40;11;219;210
91.0;50;13;272;237
90.0;55;11;359;302
92.0;55;12;210;222
82.0;61;12;328;299
83.0;125;12;327;355
89.0;53;16;310;258
91.0;56;12;336;340
80.0;67;26;327;341
81.0;42;13;241;234
80.0;55;14;324;310
79.0;65;10;184;179
96.0;145;11;287;268
94.0;51;13;417;364
76.0;53;13;354;371
96.0;43;11;188;181
97.0;58;12;222;211
79.0;68;19;455;463
89.0;93;13;346;335
89.0;43;14;319;257
83.0;64;12;283;269
70.0;53;39;393;387
79.0;62;12;293;250
91.0;30;11;203;159
96.0;86;21;290;218
78.0;63;14;429;376
92.0;57;15;359;344
75.0;99;17;407;372
93.0;58;12;284;222
88.0;54;11;200;210
95.0;124;26;385;353
93.0;114;22;450;395
84.0;105;10;356;378
87.0;57;16;400;417
79.0;45;12;291;270
95.0;51;13;355;341
88.0;49;13;304;275
92.0;64;12;241;242
78.0;60;13;404;385
84.0;60;15;339;378
90.0;62;10;280;269
100.0;54;24;492;447
86.0;127;12;255;228
70.0;41;4;301;296
74.0;69;10;286;261
87.0;52;12;319;305
78.0;58;5;353;370
76.0;50;16;399;312
91.0;49;15;342;309
85.0;42;17;274;244
91.0;55;10;241;263
69.0;60;12;174;126
79.0;102;10;281;268
69.0;78;12;363;322
97.0;61;7;418;366
92.0;21;10;170;175
90.0;42;13;184;185
89.0;53;12;325;351
99.0;59;22;468;435
94.0;47;12;454;413
72.0;48;13;345;323
80.0;55;13;326;295
100.0;16;11;271;312
81.0;57;5;417;389
90.0;42;11;360;270
83.0;126;12;477;472
75.0;61;10;486;481
85.0;47;12;236;186
79.0;64;13;334;297
71.0;59;13;289;256
93.0;37;10;246;181
90.0;60;14;239;244
86.0;54;13;225;199
77.0;63;10;414;397
88.0;52;12;292;313
82.0;64;12;411;391
92.0;67;11;370;300
82.0;41;12;262;263
96.0;69;6;449;355
94.0;63;12;408;406
87.0;62;15;240;228
84.0;58;12;504;464
94.0;48;13;297;277
77.0;52;27;306;248
73.0;121;11;478;363
89.0;34;14;282;239
87.0;38;12;255;233
93.0;85;14;478;448
96.0;57;10;267;273
78.0;54;12;242;219
83.0;37;12;206;203
83.0;69;12;312;263
77.0;58;19;379;340
88.0;61;12;296;294
90.0;52;20;271;212
96.0;73;8;438;335
92.0;51;13;400;374
88.0;62;13;284;248
84.0;57;14;259;289
90.0;50;14;346;298
89.0;45;12;334;308
93.0;63;23;489;467
93.0;46;7;395;366
75.0;64;13;330;334
94.0;46;16;369;387
88.0;62;12;222;219
84.0;49;11;383;339
88.0;63;15;381;356
79.0;79;12;316;247
96.0;52;15;460;486
92.0;68;13;343;346
87.0;79;14;338;341
79.0;107;15;404;378
92.0;48;12;376;338
93.0;61;12;277;254
84.0;62;13;199;199
87.0;49;13;380;354
82.0;49;13;304;275
100.0;48;12;294;280
84.0;71;12;243;220
89.0;62;13;294;265
88.0;51;10;202;202
87.0;39;17;133;138
91.0;59;14;298;262
79.0;96;20;594;587
74.0;62;27;330;294
77.0;34;8;318;284
92.0;87;24;334;300
89.0;56;23;396;307
91.0;56;13;325;281
87.0;55;15;273;267
87.0;58;14;270;235
73.0;51;9;323;325
94.0;63;14;301;296
81.0;49;23;412;372
82.0;72;13;398;349
73.0;75;18;325;292
77.0;59;13;200;162
91.0;82;10;286;243
90.0;64;24;224;228
88.0;59;12;387;373
89.0;62;12;488;472
70.0;49;13;215;186
70.0;69;11;207;195
85.0;59;13;326;340
75.0;93;13;295;260
79.0;60;7;304;288
74.0;25;11;163;125
90.0;63;12;308;309
92.0;62;14;496;461
87.0;100;24;351;304
86.0;48;16;418;379
91.0;54;27;370;334
83.0;60;28;428;427
84.0;102;7;378;378
96.0;64;12;215;207
99.0;60;9;292;309
92.0;25;12;204;193
88.0;57;6;248;249
87.0;48;26;282;281
66.0;56;11;356;359
76.0;59;12;368;368
100.0;58;7;225;180
94.0;54;12;315;296
88.0;58;10;415;442
83.0;61;13;343;312
77.0;42;13;337;276
85.0;68;16;398;395
87.0;68;12;363;343
97.0;65;8;288;322
91.0;50;25;209;236
86.0;60;11;306;329
98.0;57;12;247;175
95.0;41;13;238;204
97.0;124;13;411;326
89.0;75;26;255;184
71.0;59;13;334;316
93.0;78;35;240;259
89.0;62;13;251;263
97.0;38;12;376;339
92.0;49;12;259;254
88.0;26;9;285;219
90.0;50;14;218;202
81.0;60;13;206;210
92.0;59;13;380;338
90.0;50;9;183;147
90.0;95;7;305;289
93.0;75;30;358;336
92.0;56;12;314;310
87.0;111;12;411;333
86.0;53;10;239;213
85.0;48;12;203;202
84.0;46;12;189;153
99.0;19;8;189;212
88.0;87;24;334;300
99.0;47;36;494;424
85.0;58;11;284;239
74.0;64;13;231;234
94.0;48;12;313;308
91.0;35;14;189;188
79.0;60;26;235;222
78.0;40;12;212;229
91.0;54;16;264;266
91.0;62;12;240;204
83.0;65;12;330;322
77.0;63;25;412;378
91.0;53;14;262;287
97.0;40;12;431;456
90.0;60;13;297;275
86.0;62;25;228;198
83.0;58;13;307;268
81.0;63;11;287;249
88.0;58;14;243;285
87.0;27;10;136;138
82.0;81;14;329;275
94.0;113;22;381;332
99.0;39;15;398;391
87.0;61;25;386;398
83.0;64;12;334;353
84.0;35;12;278;258
83.0;105;14;893;913
66.0;61;11;185;190
96.0;15;11;246;229
87.0;62;12;247;262
87.0;32;8;381;413
86.0;44;13;166;161
64.0;53;14;277;276
84.0;59;13;341;352
93.0;32;12;246;263
85.0;51;12;203;210
86.0;52;14;224;257
90.0;19;24;197;173
77.0;69;15;276;261
95.0;56;12;310;321
84.0;54;12;156;132
83.0;56;7;430;375
94.0;95;14;357;307
90.0;57;11;209;184
91.0;45;7;310;291
76.0;47;12;176;150
89.0;82;13;417;373
92.0;57;12;242;202
80.0;91;14;389;314
84.0;64;12;284;310
70.0;50;21;344;300
90.0;67;15;304;275
97.0;86;21;290;218
75.0;100;12;404;366
97.0;52;11;392;317
94.0;48;26;274;220
95.0;45;25;317;339
78.0;70;11;215;183
88.0;50;12;208;217
84.0;65;28;280;272
99.0;54;14;360;334
70.0;40;12;262;265
74.0;93;14;315;257
79.0;44;12;302;295
58.0;68;7;200;150
89.0;63;13;491;451
79.0;60;12;173;187
93.0;45;14;213;248
92.0;61;10;486;481
80.0;41;10;370;332
89.0;37;21;301;248
86.0;65;12;561;440
88.0;59;12;330;393
98.0;82;17;280;232
82.0;54;11;147;131
87.0;49;12;293;269
91.0;72;8;345;322
84.0;114;12;379;356
89.0;57;12;171;211
81.0;51;13;275;273
92.0;31;13;261;227
85.0;63;23;375;300
85.0;102;6;266;236
99.0;59;12;410;378
84.0;61;13;265;282
79.0;45;9;228;226
89.0;55;12;333;338
89.0;32;13;435;371
93.0;65;13;368;332
92.0;56;12;233;211
83.0;49;12;311;317
80.0;55;11;415;382
89.0;44;16;365;290
96.0;49;13;292;260
84.0;59;13;258;263
91.0;62;14;321;335
93.0;119;19;327;325
84.0;102;22;410;360
80.0;53;11;299;249
95.0;42;32;249;250
67.0;95;10;575;566
79.0;64;14;307;313
79.0;105;12;332;297
88.0;65;10;314;312
85.0;37;13;207;206
91.0;63;8;347;317
93.0;111;13;412;395
89.0;54;16;244;180
86.0;55;15;348;352
93.0;55;13;283;265
82.0;124;24;402;308
78.0;107;12;320;299
74.0;62;11;251;269
72.0;34;6;341;321
94.0;54;13;396;345
87.0;57;12;325;284
96.0;53;12;375;358
98.0;54;12;176;154
94.0;114;12;218;228
88.0;57;22;394;341
84.0;54;11;133;122
84.0;46;9;343;288
80.0;35;17;238;243
96.0;40;13;436;297
87.0;86;12;312;298
89.0;57;12;268;249
77.0;49;12;152;132
83.0;93;13;401;274
99.0;57;12;366;409
90.0;110;13;300;283
66.0;96;20;594;587
85.0;64;5;242;230
94.0;47;15;388;350
92.0;55;12;303;288
81.0;44;12;208;200
99.0;62;11;380;349
78.0;41;11;199;203
78.0;36;13;207;221
85.0;41;14;165;155
89.0;61;14;260;214
85.0;45;12;372;341
81.0;47;12;267;248
94.0;58;12;174;185
98.0;40;13;168;125
90.0;34;12;182;181
74.0;91;14;290;269
87.0;44;11;421;362
96.0;59;14;281;256
75.0;104;13;315;286
80.0;63;12;350;264
91.0;105;12;656;650
81.0;54;14;230;258
90.0;58;13;567;535
97.0;88;12;284;282
95.0;29;11;261;241
88.0;75;11;187;153
82.0;58;14;424;347
79.0;47;12;172;191
87.0;52;13;267;272
78.0;58;15;279;268
69.0;62;12;180;133
79.0;18;23;261;233
87.0;88;13;310;308
84.0;50;13;590;590
93.0;102;13;339;281
91.0;87;11;278;284
83.0;60;12;426;349
90.0;63;13;320;314
88.0;58;13;234;233
82.0;79;17;353;288
95.0;39;4;221;183
82.0;113;13;248;229
87.0;56;26;261;222
85.0;51;13;410;427
88.0;74;12;321;336
98.0;34;13;287;248
86.0;78;19;258;275
92.0;79;11;530;434
84.0;65;27;299;230
65.0;61;12;284;274
68.0;59;11;328;307
82.0;57;15;332;300
97.0;60;12;508;499
88.0;105;25;484;458
90.0;49;12;213;221
95.0;58;24;325;277
91.0;34;22;309;271
83.0;101;11;311;302
78.0;57;14;339;329
89.0;56;17;177;145
70.0;59;8;226;191
84.0;24;20;168;180
76.0;54;14;230;258
88.0;30;12;241;239
80.0;64;12;301;323
99.0;62;21;758;711
78.0;37;9;208;224
77.0;31;12;264;278
86.0;46;6;326;324
82.0;52;20;413;482
95.0;49;11;471;491
87.0;51;13;197;228
80.0;91;16;344;324
90.0;128;12;507;475
97.0;59;25;541;374
88.0;57;9;345;305
87.0;52;14;318;316
78.0;63;26;449;380
92.0;48;9;199;208
81.0;56;12;336;340
81.0;123;16;409;367
93.0;50;13;222;243
77.0;35;20;299;311
79.0;44;13;277;265
86.0;44;12;288;317
75.0;55;13;309;288
89.0;59;13;327;303
94.0;69;12;147;129
90.0;52;8;453;393
91.0;71;12;353;359
77.0;74;15;274;264
81.0;57;11;353;315
96.0;111;27;379;334
94.0;41;13;296;262
86.0;58;11;329;260
85.0;98;22;296;286
91.0;61;13;198;212
76.0;60;13;331;317
79.0;53;13;366;294
92.0;76;11;476;420
54.0;33;11;158;149
95.0;57;12;171;211
96.0;56;11;278;279
79.0;61;13;181;182
88.0;60;29;301;298
83.0;64;19;363;351
89.0;51;15;250;291
62.0;61;29;235;219
87.0;50;24;307;319
83.0;38;8;139;175
97.0;48;14;214;206
85.0;45;14;422;449
91.0;52;12;331;354
87.0;61;10;323;292
88.0;46;13;251;221
87.0;45;14;301;260
91.0;57;11;223;218
82.0;52;12;282;209
81.0;42;22;288;252
84.0;56;24;247;202
87.0;83;16;329;323
83.0;52;12;285;298
96.0;45;11;440;439
97.0;56;4;187;189
93.0;111;11;288;303
93.0;103;10;609;592
87.0;86;13;308;307
89.0;33;22;267;228
73.0;64;13;373;376
78.0;59;24;347;306
88.0;50;15;304;275
99.0;35;15;405;385
86.0;62;11;416;407
79.0;58;24;307;328
96.0;40;12;161;139
80.0;79;13;281;278
100.0;47;15;151;130
89.0;48;13;385;353
90.0;42;12;331;362
91.0;26;14;216;209
89.0;31;8;149;128
86.0;90;13;536;443
86.0;45;12;218;232
87.0;119;20;288;224
81.0;56;10;224;208
90.0;57;11;360;301
86.0;57;14;370;345
82.0;58;12;360;279
81.0;59;11;303;290
66.0;50;9;403;336
68.0;51;12;213;216
74.0;43;12;145;145
75.0;59;14;192;218
89.0;64;11;533;459
92.0;60;13;269;259
82.0;85;13;253;270
93.0;50;12;214;197
85.0;33;7;454;423
99.0;51;10;632;615
82.0;62;11;320;311
92.0;51;14;214;166
94.0;46;12;255;218
97.0;60;25;506;371
93.0;108;12;374;388
96.0;24;10;213;152
77.0;119;20;288;224
81.0;54;11;314;303
92.0;57;14;367;327
88.0;51;12;272;231
85.0;63;12;308;309
78.0;64;14;320;283
94.0;117;22;378;339
68.0;58;12;250;210
92.0;60;15;422;427
95.0;50;12;213;194
70.0;60;12;347;376
80.0;89;19;411;364
83.0;57;12;384;395
94.0;62;13;314;267
80.0;43;13;266;236
89.0;57;13;400;442
81.0;27;22;249;252
88.0;60;12;388;312
96.0;111;19;500;503
89.0;55;12;341;341
81.0;48;8;456;440
85.0;22;4;212;218
92.0;50;8;330;335
97.0;63;20;270;235
99.0;46;20;368;319
97.0;50;3;330;305
97.0;48;12;364;342
87.0;6;17;188;194
87.0;45;28;405;357
72.0;41;13;339;282
75.0;53;14;191;216
87.0;59;12;418;426
86.0;57;8;179;130
91.0;51;19;369;329
95.0;51;18;456;432
75.0;38;9;134;162
68.0;62;27;330;294
88.0;54;14;245;233
88.0;64;11;273;219
86.0;60;11;422;425
61.0;76;23;348;366
88.0;62;4;342;286
85.0;88;12;235;270
77.0;57;12;321;281
95.0;54;13;188;209
91.0;62;15;253;276
86.0;66;12;410;415
78.0;36;8;204;234
95.0;65;30;405;382
77.0;97;14;349;347
94.0;59;4;417;405
84.0;62;13;363;354
94.0;61;3;419;482
96.0;45;13;357;315
73.0;64;26;203;175
79.0;21;12;237;221
91.0;93;11;370;333
94.0;59;12;314;289
95.0;57;28;434;385
82.0;56;12;209;192
86.0;127;10;317;289
88.0;47;9;303;319
95.0;48;14;230;194
81.0;51;13;272;256
87.0;60;12;350;359
95.0;49;12;411;352
87.0;68;13;273;293
79.0;63;26;449;380
88.0;60;23;418;368
86.0;41;1;338;310
84.0;20;25;378;384
96.0;57;12;431;401
62.0;90;11;346;297
84.0;45;28;405;357
63.0;50;10;242;243
70.0;56;14;330;313
87.0;52;11;399;398
83.0;64;27;314;350
82.0;73;13;236;227
76.0;62;12;199;220
99.0;22;11;312;366
83.0;35;12;437;498
86.0;54;11;376;322
91.0;50;12;214;197
83.0;92;11;392;286
83.0;75;13;350;367
90.0;80;13;369;358
96.0;64;10;307;319
93.0;18;11;153;162
89.0;55;13;371;331
75.0;59;13;199;202
76.0;62;9;355;346
77.0;57;12;274;257
74.0;63;13;224;218
86.0;59;26;292;267
77.0;64;12;502;521
80.0;57;13;405;408
76.0;45;12;323;352
77.0;76;28;226;228
100.0;42;13;359;284
85.0;23;12;190;179
63.0;50;13;237;266
83.0;61;13;435;340
79.0;58;12;188;185
87.0;65;10;314;312
87.0;29;11;261;241
95.0;35;11;255;224
86.0;68;24;320;292
98.0;66;9;324;308
86.0;55;12;313;278
96.0;45;13;323;319
92.0;108;12;274;295
82.0;65;13;418;404
89.0;60;11;170;160
95.0;47;14;284;281
90.0;48;23;201;203
82.0;62;12;325;318
86.0;46;12;209;228
86.0;54;12;265;227
96.0;35;16;253;202
92.0;64;12;359;351
80.0;38;11;410;404
88.0;120;12;380;365
93.0;62;14;330;298
55.0;49;7;265;259
98.0;61;11;362;358
77.0;76;23;348;366
88.0;63;12;288;327
88.0;54;14;346;316
89.0;61;12;279;248
64.0;45;1;279;271
75.0;58;12;250;210
67.0;65;27;332;333
94.0;53;12;370;323
79.0;47;13;312;318
89.0;56;11;322;287
88.0;108;15;287;272
86.0;67;13;259;216
96.0;87;23;473;453
96.0;66;13;287;258
84.0;57;16;280;246
91.0;63;13;491;451
88.0;88;13;264;202
82.0;94;13;374;378
78.0;63;13;301;290
97.0;51;10;632;615
97.0;37;11;351;357
77.0;34;2;322;313
83.0;62;12;311;289
92.0;51;10;371;331
98.0;39;10;425;428
92.0;57;14;389;342
86.0;53;10;302;264
91.0;67;11;192;185
94.0;55;9;277;216
78.0;83;16;428;390
83.0;55;8;482;382
89.0;67;17;328;334
70.0;67;11;198;187
90.0;59;16;433;372
77.0;65;24;247;219
75.0;58;13;328;318
82.0;98;12;388;353
70.0;59;14;192;218
86.0;54;11;253;245
96.0;79;11;530;434
88.0;64;5;216;184
77.0;89;13;249;257
91.0;33;10;350;353
88.0;100;12;420;352
75.0;60;14;331;332
96.0;58;21;233;192
74.0;58;8;255;257
73.0;51;12;166;163
97.0;57;12;317;312
81.0;53;12;222;222
85.0;44;14;169;147
77.0;66;6;340;359
79.0;54;13;241;240
93.0;60;11;256;222
100.0;59;26;303;291
86.0;57;16;400;417
91.0;39;11;222;235
93.0;39;12;325;264
87.0;56;12;304;306
93.0;65;14;219;213
73.0;62;11;397;429
85.0;59;13;366;364
89.0;55;17;283;248
81.0;62;12;422;376
75.0;53;16;229;226
82.0;61;14;354;372
89.0;37;12;254;232
100.0;58;24;325;277
93.0;88;13;310;308
85.0;46;7;395;366
90.0;56;12;432;340
98.0;68;10;341;316
98.0;122;12;222;220
95.0;44;12;449;363
97.0;55;12;684;651
79.0;87;20;490;404
93.0;87;13;485;370
73.0;108;12;391;333
85.0;58;13;317;343
88.0;61;12;304;296
88.0;51;14;395;381
92.0;41;12;376;324
100.0;37;5;638;614
93.0;73;14;180;204
91.0;37;12;399;376
91.0;118;13;372;374
77.0;11;13;271;294
79.0;49;13;218;176
94.0;61;14;271;280
82.0;57;23;318;309
97.0;51;10;654;625
88.0;58;11;407;350
93.0;43;12;230;244
91.0;61;14;492;381
87.0;51;11;353;316
92.0;60;12;334;288
84.0;60;14;193;179
91.0;41;12;301;292
89.0;90;10;340;342
94.0;58;22;268;259
87.0;58;12;174;185
87.0;40;13;239;224
84.0;54;12;224;206
77.0;63;14;311;288
91.0;59;24;381;348
78.0;43;12;339;299
99.0;40;13;359;310
93.0;57;13;298;351
81.0;69;2;221;192
96.0;40;12;298;302
99.0;50;33;484;419
70.0;58;9;258;213
87.0;8;12;180;179
79.0;107;10;234;210
89.0;56;12;274;188
91.0;63;25;407;360
91.0;63;12;240;240
100.0;48;11;182;183
97.0;45;13;341;335
90.0;64;12;310;318
89.0;34;12;360;320
94.0;57;13;403;377
89.0;56;12;253;197
86.0;58;12;412;406
91.0;58;12;284;222
96.0;56;14;382;369
97.0;42;22;309;247
97.0;79;11;208;184
95.0;35;10;233;233
96.0;60;11;366;371
86.0;55;21;428;381
91.0;32;12;280;298
88.0;38;23;318;261
91.0;67;12;391;366
77.0;50;12;144;131
78.0;57;12;322;326
82.0;61;11;394;401
95.0;69;9;378;332
88.0;59;11;257;243
91.0;45;14;301;260
85.0;54;24;271;253
92.0;43;14;217;197
88.0;48;13;314;291
100.0;60;14;312;330
73.0;47;12;245;227
70.0;53;12;231;233
91.0;75;11;212;175
79.0;100;12;404;366
86.0;58;13;368;368
85.0;46;13;262;234
81.0;51;13;355;341
93.0;47;25;220;232
89.0;64;13;412;394
63.0;54;13;241;240
100.0;63;13;350;319
80.0;57;12;318;339
71.0;97;14;349;347
67.0;61;13;303;315
98.0;124;12;226;212
90.0;126;11;523;434
100.0;41;12;192;212
73.0;46;11;314;287
96.0;124;26;385;353
83.0;86;13;378;326
89.0;51;6;160;223
92.0;61;10;368;339
94.0;60;9;347;328
86.0;74;12;484;434
87.0;94;12;328;294
96.0;62;14;198;159
92.0;59;24;263;246
96.0;56;20;235;190
68.0;55;13;309;288
87.0;52;14;278;260
93.0;36;22;357;372
94.0;60;24;288;238
81.0;35;6;199;199
81.0;50;14;288;281
81.0;92;13;313;283
86.0;50;13;222;243
82.0;102;11;382;321
93.0;55;10;241;263
92.0;47;16;265;255
68.0;62;11;211;172
81.0;43;5;259;250
78.0;46;5;391;350
86.0;65;26;480;405
88.0;55;12;303;302
92.0;56;14;359;368
88.0;62;10;271;259
79.0;40;15;344;306
74.0;10;5;140;126
88.0;38;10;371;333
89.0;59;13;339;302
94.0;22;9;234;239
76.0;64;10;206;196
87.0;75;13;363;366
86.0;50;14;283;284
93.0;15;11;246;229
82.0;92;12;359;330
94.0;62;24;296;217
97.0;57;8;371;372
91.0;14;20;388;339
81.0;66;3;214;211
91.0;60;24;461;445
92.0;59;13;339;346
77.0;61;12;375;343
62.0;79;13;281;278
97.0;48;23;201;203
87.0;107;10;234;210
98.0;44;12;169;139
95.0;51;14;377;339
88.0;45;15;368;359
79.0;57;14;237;211
87.0;30;12;290;263
90.0;51;11;190;147
90.0;61;12;311;291
85.0;59;12;283;243
73.0;64;13;217;200
86.0;120;13;341;307
94.0;61;11;359;317
78.0;62;13;256;281
95.0;126;23;469;474
78.0;60;12;174;126
67.0;24;7;276;226
70.0;63;9;326;354
97.0;32;13;140;166
89.0;37;12;237;242
78.0;54;11;378;339
90.0;47;12;280;266
86.0;65;12;321;342
72.0;29;7;314;305
81.0;91;14;389;314
54.0;34;12;154;149
88.0;57;12;431;401
94.0;57;13;173;170
87.0;55;13;370;397
80.0;50;11;249;304
84.0;42;13;282;252
86.0;125;14;362;297
88.0;100;14;273;215
74.0;49;11;289;275
86.0;50;18;382;383
68.0;64;14;307;313
84.0;91;11;367;343
88.0;54;16;401;334
87.0;48;12;284;257
92.0;44;14;208;168
84.0;41;13;326;305
87.0;109;11;313;309
75.0;63;21;335;304
80.0;59;12;328;253
83.0;68;20;449;360
92.0;53;10;307;208
99.0;61;24;762;714
89.0;62;13;264;247
92.0;58;14;532;481
78.0;35;12;206;228
92.0;42;36;379;336
85.0;65;12;312;271
98.0;73;12;221;190
93.0;98;12;328;266
93.0;54;12;315;296
91.0;50;13;256;297
90.0;55;12;349;303
86.0;125;13;440;346
69.0;41;15;289;238
86.0;49;13;286;252
93.0;50;25;209;236
88.0;61;13;300;287
82.0;79;13;353;311
